date,hour,demand
15-11-2019,4,43
15-11-2019,5,47
15-11-2019,6,36
15-11-2019,7,55
15-11-2019,8,72
15-11-2019,9,109
15-11-2019,10,166
15-11-2019,11,121
15-11-2019,12,261
15-11-2019,13,232
15-11-2019,14,235
15-11-2019,15,125
15-11-2019,16,88
15-11-2019,17,47
15-11-2019,18,128
15-11-2019,19,169
15-11-2019,20,106
15-11-2019,21,172
15-11-2019,22,110
15-11-2019,23,49
16-11-2019,0,46
16-11-2019,1,80
16-11-2019,2,46
16-11-2019,3,46
16-11-2019,6,19
16-11-2019,7,73
16-11-2019,8,5
16-11-2019,9,81
16-11-2019,10,60
16-11-2019,11,123
16-11-2019,12,124
16-11-2019,13,152
16-11-2019,14,134
16-11-2019,15,119
16-11-2019,16,195
16-11-2019,17,216
16-11-2019,18,98
16-11-2019,19,100
16-11-2019,20,108
16-11-2019,21,164
16-11-2019,22,112
16-11-2019,23,123
17-11-2019,0,101
17-11-2019,1,105
17-11-2019,2,128
17-11-2019,3,86
17-11-2019,4,81
17-11-2019,6,25
17-11-2019,7,60
17-11-2019,8,76
17-11-2019,9,53
17-11-2019,10,38
17-11-2019,11,137
17-11-2019,12,168
17-11-2019,13,195
17-11-2019,14,153
17-11-2019,15,190
17-11-2019,16,120
17-11-2019,17,126
17-11-2019,18,110
17-11-2019,19,93
17-11-2019,20,142
17-11-2019,21,54
17-11-2019,22,8
17-11-2019,23,94
18-11-2019,0,45
18-11-2019,1,88
18-11-2019,3,38
18-11-2019,6,49
18-11-2019,7,50
18-11-2019,8,93
18-11-2019,9,56
18-11-2019,10,99
18-11-2019,11,115
18-11-2019,12,118
18-11-2019,13,112
18-11-2019,14,94
18-11-2019,15,132
18-11-2019,16,124
18-11-2019,17,76
18-11-2019,18,113
18-11-2019,19,118
18-11-2019,20,61
18-11-2019,21,47
18-11-2019,22,56
18-11-2019,23,14
19-11-2019,0,94
19-11-2019,6,59
19-11-2019,7,74
19-11-2019,8,66
19-11-2019,9,44
19-11-2019,10,102
19-11-2019,11,75
19-11-2019,12,58
19-11-2019,13,129
19-11-2019,14,79
19-11-2019,15,87
19-11-2019,16,39
19-11-2019,17,38
19-11-2019,18,119
19-11-2019,19,93
19-11-2019,20,94
19-11-2019,21,82
19-11-2019,22,15
19-11-2019,23,77
20-11-2019,6,13
20-11-2019,7,68
20-11-2019,8,32
20-11-2019,9,104
20-11-2019,10,37
20-11-2019,11,101
20-11-2019,12,80
20-11-2019,13,79
20-11-2019,14,92
20-11-2019,15,98
20-11-2019,16,63
20-11-2019,17,73
20-11-2019,18,132
20-11-2019,19,98
20-11-2019,20,87
20-11-2019,21,60
20-11-2019,22,33
20-11-2019,23,74
21-11-2019,0,66
21-11-2019,5,92
21-11-2019,6,97
21-11-2019,7,100
21-11-2019,8,71
21-11-2019,9,59
21-11-2019,10,116
21-11-2019,11,107
21-11-2019,12,112
21-11-2019,13,54
21-11-2019,14,47
21-11-2019,15,33
21-11-2019,16,113
21-11-2019,17,47
21-11-2019,18,90
21-11-2019,19,99
21-11-2019,20,92
21-11-2019,21,40
21-11-2019,22,45
21-11-2019,23,25
22-11-2019,0,80
22-11-2019,1,23
22-11-2019,2,49
22-11-2019,7,94
22-11-2019,8,71
22-11-2019,9,100
22-11-2019,10,50
22-11-2019,11,55
22-11-2019,12,137
22-11-2019,13,72
22-11-2019,14,121
22-11-2019,15,155
22-11-2019,16,77
22-11-2019,17,99
22-11-2019,18,85
22-11-2019,19,80
22-11-2019,20,122
22-11-2019,21,126
22-11-2019,22,131
22-11-2019,23,67
23-11-2019,0,34
23-11-2019,1,24
23-11-2019,2,43
23-11-2019,3,77
23-11-2019,6,65
23-11-2019,7,92
23-11-2019,8,87
23-11-2019,9,83
23-11-2019,10,98
23-11-2019,11,146
23-11-2019,12,125
23-11-2019,13,233
23-11-2019,14,165
23-11-2019,15,245
23-11-2019,16,160
23-11-2019,17,160
23-11-2019,18,203
23-11-2019,19,125
23-11-2019,20,119
23-11-2019,21,88
23-11-2019,22,28
23-11-2019,23,66
24-11-2019,0,82
24-11-2019,1,75
24-11-2019,2,46
24-11-2019,3,74
24-11-2019,7,89
24-11-2019,8,54
24-11-2019,9,58
24-11-2019,10,106
24-11-2019,11,115
24-11-2019,12,190
24-11-2019,13,151
24-11-2019,14,122
24-11-2019,15,129
24-11-2019,16,167
24-11-2019,17,158
24-11-2019,18,76
24-11-2019,19,88
24-11-2019,20,50
24-11-2019,21,52
24-11-2019,22,57
24-11-2019,23,18
25-11-2019,0,59
25-11-2019,6,10
25-11-2019,7,28
25-11-2019,8,66
25-11-2019,9,16
25-11-2019,10,79
25-11-2019,11,88
25-11-2019,12,67
25-11-2019,13,85
25-11-2019,14,82
25-11-2019,15,56
25-11-2019,16,98
25-11-2019,17,119
25-11-2019,18,135
25-11-2019,19,82
25-11-2019,20,67
25-11-2019,21,57
25-11-2019,22,19
25-11-2019,23,5
26-11-2019,0,43
26-11-2019,1,15
26-11-2019,6,65
26-11-2019,7,19
26-11-2019,8,102
26-11-2019,9,82
26-11-2019,10,116
26-11-2019,11,54
26-11-2019,12,131
26-11-2019,13,75
26-11-2019,14,148
26-11-2019,15,61
26-11-2019,16,94
26-11-2019,17,67
26-11-2019,18,114
26-11-2019,19,92
26-11-2019,20,45
26-11-2019,21,43
26-11-2019,22,90
26-11-2019,23,40
27-11-2019,0,43
27-11-2019,1,83
27-11-2019,6,93
27-11-2019,7,66
27-11-2019,8,44
27-11-2019,9,60
27-11-2019,10,94
27-11-2019,11,84
27-11-2019,12,20
27-11-2019,13,98
27-11-2019,14,23
27-11-2019,15,54
27-11-2019,16,124
27-11-2019,17,54
27-11-2019,18,133
27-11-2019,19,80
27-11-2019,20,32
27-11-2019,21,73
27-11-2019,22,71
27-11-2019,23,90
28-11-2019,0,84
28-11-2019,1,5
28-11-2019,6,51
28-11-2019,7,85
28-11-2019,8,61
28-11-2019,9,68
28-11-2019,10,91
28-11-2019,11,132
28-11-2019,12,86
28-11-2019,13,84
28-11-2019,14,65
28-11-2019,15,162
28-11-2019,16,63
28-11-2019,17,110
28-11-2019,18,101
28-11-2019,19,129
28-11-2019,20,59
28-11-2019,21,70
28-11-2019,22,17
28-11-2019,23,21
29-11-2019,0,64
29-11-2019,1,55
29-11-2019,2,45
29-11-2019,3,58
29-11-2019,7,76
29-11-2019,8,78
29-11-2019,9,89
29-11-2019,10,85
29-11-2019,11,114
29-11-2019,12,103
29-11-2019,13,100
29-11-2019,14,84
29-11-2019,15,65
29-11-2019,16,114
29-11-2019,17,87
29-11-2019,18,145
29-11-2019,19,84
29-11-2019,20,47
29-11-2019,21,104
29-11-2019,22,81
29-11-2019,23,27
30-11-2019,0,34
30-11-2019,1,9
30-11-2019,2,73
30-11-2019,3,12
30-11-2019,4,95
30-11-2019,6,89
30-11-2019,7,3
30-11-2019,8,82
30-11-2019,9,28
30-11-2019,10,86
30-11-2019,11,52
30-11-2019,12,106
30-11-2019,13,184
30-11-2019,14,168
30-11-2019,15,144
30-11-2019,16,196
30-11-2019,17,193
30-11-2019,18,123
30-11-2019,19,91
30-11-2019,20,76
30-11-2019,21,28
30-11-2019,22,42
30-11-2019,23,65
01-12-2019,0,99
01-12-2019,1,84
01-12-2019,2,13
01-12-2019,9,33
01-12-2019,10,101
01-12-2019,11,85
01-12-2019,12,23
01-12-2019,13,126
01-12-2019,14,58
01-12-2019,15,134
01-12-2019,16,150
01-12-2019,17,94
01-12-2019,18,136
01-12-2019,19,53
01-12-2019,20,45
01-12-2019,21,35
01-12-2019,22,67
02-12-2019,0,6
02-12-2019,6,42
02-12-2019,7,23
02-12-2019,8,39
02-12-2019,9,109
02-12-2019,10,52
02-12-2019,11,50
02-12-2019,12,69
02-12-2019,13,138
02-12-2019,14,140
02-12-2019,15,96
02-12-2019,16,80
02-12-2019,17,53
02-12-2019,18,123
02-12-2019,19,134
02-12-2019,20,112
02-12-2019,21,31
02-12-2019,22,74
02-12-2019,23,49
03-12-2019,0,77
03-12-2019,5,39
03-12-2019,6,74
03-12-2019,7,21
03-12-2019,8,35
03-12-2019,9,116
03-12-2019,10,39
03-12-2019,11,72
03-12-2019,12,52
03-12-2019,13,103
03-12-2019,14,129
03-12-2019,15,101
03-12-2019,16,84
03-12-2019,17,78
03-12-2019,18,47
03-12-2019,19,89
03-12-2019,20,50
03-12-2019,21,108
03-12-2019,22,61
03-12-2019,23,68
04-12-2019,0,18
04-12-2019,6,40
04-12-2019,7,51
04-12-2019,8,67
04-12-2019,9,37
04-12-2019,10,111
04-12-2019,11,100
04-12-2019,12,108
04-12-2019,13,60
04-12-2019,14,83
04-12-2019,15,133
04-12-2019,16,118
04-12-2019,17,101
04-12-2019,18,112
04-12-2019,19,114
04-12-2019,20,120
04-12-2019,21,20
04-12-2019,22,99
04-12-2019,23,67
05-12-2019,0,37
05-12-2019,1,30
05-12-2019,6,39
05-12-2019,7,75
05-12-2019,8,118
05-12-2019,9,81
05-12-2019,10,73
05-12-2019,11,81
05-12-2019,12,108
05-12-2019,13,34
05-12-2019,14,68
05-12-2019,15,62
05-12-2019,16,45
05-12-2019,17,122
05-12-2019,18,112
05-12-2019,19,123
05-12-2019,20,43
05-12-2019,21,59
05-12-2019,22,56
05-12-2019,23,16
06-12-2019,0,2
06-12-2019,1,70
06-12-2019,2,60
06-12-2019,6,26
06-12-2019,7,55
06-12-2019,8,101
06-12-2019,9,32
06-12-2019,10,5
06-12-2019,11,67
06-12-2019,12,76
06-12-2019,13,54
06-12-2019,14,121
06-12-2019,15,92
06-12-2019,16,129
06-12-2019,17,118
06-12-2019,18,142
06-12-2019,19,81
06-12-2019,20,55
06-12-2019,21,112
06-12-2019,22,65
06-12-2019,23,97
07-12-2019,0,34
07-12-2019,1,89
07-12-2019,2,46
07-12-2019,3,53
07-12-2019,6,91
07-12-2019,7,14
07-12-2019,8,87
07-12-2019,9,53
07-12-2019,10,58
07-12-2019,11,35
07-12-2019,12,75
07-12-2019,13,154
07-12-2019,14,125
07-12-2019,15,123
07-12-2019,16,154
07-12-2019,17,76
07-12-2019,18,116
07-12-2019,19,120
07-12-2019,20,89
07-12-2019,21,32
07-12-2019,22,70
07-12-2019,23,95
08-12-2019,0,46
08-12-2019,1,98
08-12-2019,2,109
08-12-2019,3,81
08-12-2019,6,87
08-12-2019,7,22
08-12-2019,8,99
08-12-2019,9,56
08-12-2019,10,37
08-12-2019,11,44
08-12-2019,12,76
08-12-2019,13,156
08-12-2019,14,133
08-12-2019,15,121
08-12-2019,16,101
08-12-2019,17,111
08-12-2019,18,110
08-12-2019,19,128
08-12-2019,20,107
08-12-2019,21,89
08-12-2019,22,51
08-12-2019,23,37
09-12-2019,0,32
09-12-2019,5,79
09-12-2019,6,85
09-12-2019,7,60
09-12-2019,8,74
09-12-2019,9,52
09-12-2019,10,67
09-12-2019,11,100
09-12-2019,12,43
09-12-2019,13,62
09-12-2019,14,102
09-12-2019,15,127
09-12-2019,16,26
09-12-2019,17,113
09-12-2019,18,89
09-12-2019,19,91
09-12-2019,20,104
09-12-2019,21,88
09-12-2019,22,66
09-12-2019,23,56
10-12-2019,0,37
10-12-2019,6,17
10-12-2019,7,18
10-12-2019,8,101
10-12-2019,9,80
10-12-2019,10,30
10-12-2019,11,39
10-12-2019,12,122
10-12-2019,13,82
10-12-2019,14,114
10-12-2019,15,36
10-12-2019,16,55
10-12-2019,17,35
10-12-2019,18,57
10-12-2019,19,131
10-12-2019,20,97
10-12-2019,21,105
10-12-2019,22,51
10-12-2019,23,108
11-12-2019,0,100
11-12-2019,2,86
11-12-2019,6,81
11-12-2019,7,13
11-12-2019,8,38
11-12-2019,9,110
11-12-2019,10,93
11-12-2019,11,100
11-12-2019,12,101
11-12-2019,13,63
11-12-2019,14,110
11-12-2019,15,68
11-12-2019,16,80
11-12-2019,17,63
11-12-2019,18,95
11-12-2019,19,138
11-12-2019,20,23
11-12-2019,21,103
11-12-2019,22,86
11-12-2019,23,31
12-12-2019,0,33
12-12-2019,2,80
12-12-2019,6,40
12-12-2019,7,93
12-12-2019,8,30
12-12-2019,9,125
12-12-2019,10,47
12-12-2019,11,32
12-12-2019,12,40
12-12-2019,13,120
12-12-2019,14,121
12-12-2019,15,94
12-12-2019,16,110
12-12-2019,17,75
12-12-2019,18,113
12-12-2019,19,27
12-12-2019,20,119
12-12-2019,21,52
12-12-2019,22,61
12-12-2019,23,56
13-12-2019,0,61
13-12-2019,1,77
13-12-2019,2,16
13-12-2019,6,35
13-12-2019,7,43
13-12-2019,8,61
13-12-2019,9,91
13-12-2019,10,131
13-12-2019,11,83
13-12-2019,12,64
13-12-2019,13,168
13-12-2019,14,151
13-12-2019,15,69
13-12-2019,16,71
13-12-2019,17,81
13-12-2019,18,70
13-12-2019,19,37
13-12-2019,20,32
13-12-2019,21,73
13-12-2019,22,97
13-12-2019,23,49
14-12-2019,0,36
14-12-2019,2,83
14-12-2019,3,95
14-12-2019,8,82
14-12-2019,9,107
14-12-2019,10,114
14-12-2019,11,91
14-12-2019,12,132
14-12-2019,13,117
14-12-2019,14,129
14-12-2019,15,147
14-12-2019,16,191
14-12-2019,17,220
14-12-2019,18,60
14-12-2019,19,172
14-12-2019,20,89
14-12-2019,21,51
14-12-2019,22,81
14-12-2019,23,16
15-12-2019,0,16
15-12-2019,1,100
15-12-2019,3,2
15-12-2019,7,16
15-12-2019,8,13
15-12-2019,9,21
15-12-2019,10,101
15-12-2019,11,87
15-12-2019,12,113
15-12-2019,13,145
15-12-2019,14,164
15-12-2019,15,162
15-12-2019,16,147
15-12-2019,17,158
15-12-2019,18,104
15-12-2019,19,111
15-12-2019,20,129
15-12-2019,21,78
15-12-2019,22,76
15-12-2019,23,50
16-12-2019,0,91
16-12-2019,1,30
16-12-2019,2,100
16-12-2019,5,79
16-12-2019,6,27
16-12-2019,7,95
16-12-2019,8,39
16-12-2019,9,117
16-12-2019,10,110
16-12-2019,11,132
16-12-2019,12,116
16-12-2019,13,92
16-12-2019,14,133
16-12-2019,15,73
16-12-2019,16,101
16-12-2019,17,100
16-12-2019,18,106
16-12-2019,19,56
16-12-2019,20,27
16-12-2019,21,22
16-12-2019,22,40
16-12-2019,23,97
17-12-2019,0,40
17-12-2019,1,24
17-12-2019,2,2
17-12-2019,6,85
17-12-2019,7,50
17-12-2019,8,123
17-12-2019,9,36
17-12-2019,10,48
17-12-2019,11,110
17-12-2019,12,61
17-12-2019,13,100
17-12-2019,14,109
17-12-2019,15,119
17-12-2019,16,105
17-12-2019,17,125
17-12-2019,18,108
17-12-2019,19,79
17-12-2019,20,58
17-12-2019,21,80
17-12-2019,22,72
17-12-2019,23,59
18-12-2019,0,25
18-12-2019,1,7
18-12-2019,6,2
18-12-2019,7,12
18-12-2019,8,94
18-12-2019,9,100
18-12-2019,10,102
18-12-2019,11,27
18-12-2019,12,93
18-12-2019,13,67
18-12-2019,14,40
18-12-2019,15,28
18-12-2019,16,108
18-12-2019,17,126
18-12-2019,18,64
18-12-2019,19,87
18-12-2019,20,86
18-12-2019,21,62
18-12-2019,22,79
18-12-2019,23,33
19-12-2019,1,16
19-12-2019,2,40
19-12-2019,7,26
19-12-2019,8,73
19-12-2019,9,18
19-12-2019,10,83
19-12-2019,11,74
19-12-2019,12,123
19-12-2019,13,52
19-12-2019,14,101
19-12-2019,15,52
19-12-2019,16,109
19-12-2019,17,147
19-12-2019,18,124
19-12-2019,19,83
19-12-2019,20,74
19-12-2019,21,94
19-12-2019,22,68
19-12-2019,23,50
20-12-2019,0,32
20-12-2019,1,17
20-12-2019,2,58
20-12-2019,6,6
20-12-2019,7,42
20-12-2019,8,94
20-12-2019,9,104
20-12-2019,10,115
20-12-2019,11,75
20-12-2019,12,118
20-12-2019,13,172
20-12-2019,14,148
20-12-2019,15,130
20-12-2019,16,90
20-12-2019,17,103
20-12-2019,18,140
20-12-2019,19,80
20-12-2019,20,27
20-12-2019,21,120
20-12-2019,22,37
20-12-2019,23,50
21-12-2019,0,99
21-12-2019,1,18
21-12-2019,2,29
21-12-2019,3,54
21-12-2019,8,40
21-12-2019,9,27
21-12-2019,10,105
21-12-2019,11,121
21-12-2019,12,110
21-12-2019,13,210
21-12-2019,14,185
21-12-2019,15,148
21-12-2019,16,128
21-12-2019,17,104
21-12-2019,18,129
21-12-2019,19,64
21-12-2019,20,80
21-12-2019,21,46
21-12-2019,22,127
21-12-2019,23,42
22-12-2019,0,29
22-12-2019,1,64
22-12-2019,2,105
22-12-2019,3,62
22-12-2019,6,93
22-12-2019,7,3
22-12-2019,8,36
22-12-2019,9,51
22-12-2019,10,90
22-12-2019,11,116
22-12-2019,12,162
22-12-2019,13,124
22-12-2019,14,129
22-12-2019,15,107
22-12-2019,16,73
22-12-2019,17,89
22-12-2019,18,93
22-12-2019,19,84
22-12-2019,20,100
22-12-2019,21,30
22-12-2019,23,46
23-12-2019,0,71
23-12-2019,2,67
23-12-2019,4,69
23-12-2019,6,26
23-12-2019,7,51
23-12-2019,8,35
23-12-2019,9,63
23-12-2019,10,86
23-12-2019,11,40
23-12-2019,12,89
23-12-2019,13,80
23-12-2019,14,101
23-12-2019,15,120
23-12-2019,16,44
23-12-2019,17,116
23-12-2019,18,55
23-12-2019,19,54
23-12-2019,20,109
23-12-2019,21,43
23-12-2019,22,26
23-12-2019,23,98
24-12-2019,0,73
24-12-2019,1,53
24-12-2019,2,25
24-12-2019,6,63
24-12-2019,7,119
24-12-2019,8,45
24-12-2019,9,90
24-12-2019,10,16
24-12-2019,11,43
24-12-2019,12,47
24-12-2019,13,17
24-12-2019,14,32
24-12-2019,15,95
24-12-2019,16,91
24-12-2019,17,61
24-12-2019,18,69
24-12-2019,19,74
24-12-2019,20,18
24-12-2019,21,79
24-12-2019,22,51
24-12-2019,23,95
25-12-2019,0,92
25-12-2019,1,48
25-12-2019,6,39
25-12-2019,7,25
25-12-2019,8,62
25-12-2019,9,93
25-12-2019,10,13
25-12-2019,11,117
25-12-2019,12,122
25-12-2019,13,93
25-12-2019,14,91
25-12-2019,15,57
25-12-2019,16,62
25-12-2019,17,48
25-12-2019,18,54
25-12-2019,19,84
25-12-2019,20,96
25-12-2019,21,25
25-12-2019,22,92
25-12-2019,23,16
26-12-2019,0,99
26-12-2019,1,90
26-12-2019,3,20
26-12-2019,6,58
26-12-2019,7,67
26-12-2019,8,77
26-12-2019,9,43
26-12-2019,10,110
26-12-2019,11,86
26-12-2019,12,36
26-12-2019,13,86
26-12-2019,14,126
26-12-2019,15,96
26-12-2019,16,99
26-12-2019,17,143
26-12-2019,18,122
26-12-2019,19,62
26-12-2019,20,123
26-12-2019,21,29
26-12-2019,22,111
26-12-2019,23,64
27-12-2019,0,53
27-12-2019,1,58
27-12-2019,2,110
27-12-2019,3,92
27-12-2019,5,6
27-12-2019,6,87
27-12-2019,7,90
27-12-2019,8,81
27-12-2019,9,81
27-12-2019,10,17
27-12-2019,11,121
27-12-2019,12,134
27-12-2019,13,43
27-12-2019,14,132
27-12-2019,15,129
27-12-2019,16,106
27-12-2019,17,96
27-12-2019,18,84
27-12-2019,19,84
27-12-2019,20,47
27-12-2019,21,108
27-12-2019,22,15
27-12-2019,23,101
28-12-2019,0,61
28-12-2019,1,13
28-12-2019,2,23
28-12-2019,6,78
28-12-2019,7,41
28-12-2019,8,58
28-12-2019,9,63
28-12-2019,10,151
28-12-2019,11,151
28-12-2019,12,138
28-12-2019,13,128
28-12-2019,14,194
28-12-2019,15,177
28-12-2019,16,180
28-12-2019,17,101
28-12-2019,18,85
28-12-2019,19,62
28-12-2019,20,47
28-12-2019,21,70
28-12-2019,22,16
28-12-2019,23,59
29-12-2019,0,23
29-12-2019,1,94
29-12-2019,2,37
29-12-2019,3,46
29-12-2019,5,55
29-12-2019,6,18
29-12-2019,7,37
29-12-2019,8,40
29-12-2019,9,37
29-12-2019,10,113
29-12-2019,11,106
29-12-2019,12,85
29-12-2019,13,90
29-12-2019,14,181
29-12-2019,15,98
29-12-2019,16,78
29-12-2019,17,84
29-12-2019,18,60
29-12-2019,19,135
29-12-2019,20,55
29-12-2019,21,100
29-12-2019,22,87
29-12-2019,23,103
30-12-2019,0,19
30-12-2019,1,85
30-12-2019,5,88
30-12-2019,6,63
30-12-2019,7,86
30-12-2019,8,16
30-12-2019,9,32
30-12-2019,10,26
30-12-2019,11,118
30-12-2019,12,127
30-12-2019,13,35
30-12-2019,14,80
30-12-2019,15,73
30-12-2019,16,106
30-12-2019,17,103
30-12-2019,18,66
30-12-2019,19,36
30-12-2019,20,52
30-12-2019,21,16
30-12-2019,22,27
30-12-2019,23,53
31-12-2019,1,60
31-12-2019,2,51
31-12-2019,5,12
31-12-2019,6,69
31-12-2019,7,86
31-12-2019,8,31
31-12-2019,9,66
31-12-2019,10,90
31-12-2019,11,64
31-12-2019,12,107
31-12-2019,13,80
31-12-2019,14,64
31-12-2019,15,77
31-12-2019,16,133
31-12-2019,17,106
31-12-2019,18,98
31-12-2019,19,52
31-12-2019,20,61
31-12-2019,21,40
31-12-2019,23,70
01-01-2020,0,46
01-01-2020,1,41
01-01-2020,3,32
01-01-2020,5,96
01-01-2020,6,90
01-01-2020,7,75
01-01-2020,8,65
01-01-2020,9,70
01-01-2020,10,47
01-01-2020,11,31
01-01-2020,12,59
01-01-2020,13,106
01-01-2020,14,35
01-01-2020,15,70
01-01-2020,16,26
01-01-2020,17,56
01-01-2020,18,136
01-01-2020,19,126
01-01-2020,20,83
01-01-2020,21,30
01-01-2020,22,101
01-01-2020,23,28
02-01-2020,0,35
02-01-2020,1,46
02-01-2020,2,96
02-01-2020,5,57
02-01-2020,6,28
02-01-2020,7,22
02-01-2020,8,46
02-01-2020,9,18
02-01-2020,10,32
02-01-2020,11,36
02-01-2020,12,36
02-01-2020,13,54
02-01-2020,14,104
02-01-2020,15,59
02-01-2020,16,69
02-01-2020,17,154
02-01-2020,18,50
02-01-2020,19,21
02-01-2020,20,41
02-01-2020,21,95
02-01-2020,22,116
02-01-2020,23,84
03-01-2020,0,70
03-01-2020,1,17
03-01-2020,2,67
03-01-2020,6,78
03-01-2020,7,80
03-01-2020,8,104
03-01-2020,9,44
03-01-2020,10,38
03-01-2020,11,123
03-01-2020,12,91
03-01-2020,13,87
03-01-2020,14,91
03-01-2020,15,28
03-01-2020,16,69
03-01-2020,17,43
03-01-2020,18,90
03-01-2020,19,131
03-01-2020,20,75
03-01-2020,21,80
03-01-2020,22,93
03-01-2020,23,55
04-01-2020,0,31
04-01-2020,1,88
04-01-2020,2,113
04-01-2020,3,105
04-01-2020,8,90
04-01-2020,9,117
04-01-2020,10,71
04-01-2020,11,132
04-01-2020,12,142
04-01-2020,13,88
04-01-2020,14,122
04-01-2020,15,147
04-01-2020,16,101
04-01-2020,17,96
04-01-2020,18,138
04-01-2020,19,48
04-01-2020,20,43
04-01-2020,21,33
04-01-2020,22,79
04-01-2020,23,30
05-01-2020,0,44
05-01-2020,1,11
05-01-2020,2,17
05-01-2020,3,89
05-01-2020,4,81
05-01-2020,7,70
05-01-2020,8,65
05-01-2020,9,109
05-01-2020,10,92
05-01-2020,11,39
05-01-2020,12,123
05-01-2020,13,153
05-01-2020,14,111
05-01-2020,15,95
05-01-2020,16,55
05-01-2020,17,141
05-01-2020,18,125
05-01-2020,19,84
05-01-2020,20,86
05-01-2020,21,35
05-01-2020,22,71
05-01-2020,23,21
06-01-2020,0,33
06-01-2020,1,35
06-01-2020,2,19
06-01-2020,5,45
06-01-2020,6,98
06-01-2020,7,46
06-01-2020,8,3
06-01-2020,9,43
06-01-2020,10,76
06-01-2020,11,11
06-01-2020,12,32
06-01-2020,13,104
06-01-2020,14,27
06-01-2020,15,78
06-01-2020,16,106
06-01-2020,17,109
06-01-2020,18,39
06-01-2020,19,57
06-01-2020,20,61
06-01-2020,21,107
06-01-2020,22,15
06-01-2020,23,19
07-01-2020,1,58
07-01-2020,2,45
07-01-2020,6,57
07-01-2020,7,95
07-01-2020,8,58
07-01-2020,9,93
07-01-2020,10,83
07-01-2020,11,6
07-01-2020,12,61
07-01-2020,13,56
07-01-2020,14,29
07-01-2020,15,38
07-01-2020,16,80
07-01-2020,17,73
07-01-2020,18,29
07-01-2020,19,24
07-01-2020,20,88
07-01-2020,22,42
07-01-2020,23,3
08-01-2020,0,77
08-01-2020,1,48
08-01-2020,2,13
08-01-2020,5,26
08-01-2020,6,14
08-01-2020,7,6
08-01-2020,8,20
08-01-2020,9,23
08-01-2020,10,50
08-01-2020,14,29
08-01-2020,15,78
08-01-2020,16,11
08-01-2020,17,57
08-01-2020,18,92
08-01-2020,19,75
08-01-2020,20,47
08-01-2020,21,48
08-01-2020,22,29
08-01-2020,23,66
09-01-2020,7,92
09-01-2020,8,77
09-01-2020,9,46
09-01-2020,10,25
09-01-2020,11,124
09-01-2020,12,115
09-01-2020,13,39
09-01-2020,14,108
09-01-2020,15,32
09-01-2020,16,81
09-01-2020,17,56
09-01-2020,18,101
09-01-2020,19,118
09-01-2020,20,28
09-01-2020,21,26
09-01-2020,22,88
09-01-2020,23,62
10-01-2020,0,14
10-01-2020,1,78
10-01-2020,2,82
10-01-2020,5,70
10-01-2020,6,25
10-01-2020,7,56
10-01-2020,8,66
10-01-2020,9,23
10-01-2020,10,93
10-01-2020,11,70
10-01-2020,12,51
10-01-2020,13,48
10-01-2020,14,48
10-01-2020,15,65
10-01-2020,16,93
10-01-2020,17,127
10-01-2020,18,126
10-01-2020,19,37
10-01-2020,20,101
10-01-2020,21,45
10-01-2020,22,73
10-01-2020,23,90
11-01-2020,0,60
11-01-2020,1,66
11-01-2020,2,100
11-01-2020,3,99
11-01-2020,7,85
11-01-2020,8,69
11-01-2020,9,72
11-01-2020,10,143
11-01-2020,11,83
11-01-2020,12,128
11-01-2020,13,128
11-01-2020,14,178
11-01-2020,15,81
11-01-2020,16,177
11-01-2020,17,135
11-01-2020,18,90
11-01-2020,19,79
11-01-2020,20,51
11-01-2020,21,63
11-01-2020,22,96
11-01-2020,23,108
12-01-2020,0,46
12-01-2020,1,53
12-01-2020,2,63
12-01-2020,3,77
12-01-2020,5,60
12-01-2020,8,42
12-01-2020,9,100
12-01-2020,12,49
12-01-2020,13,50
12-01-2020,14,125
12-01-2020,15,108
12-01-2020,16,98
12-01-2020,17,73
12-01-2020,18,133
12-01-2020,19,118
12-01-2020,20,64
12-01-2020,21,43
12-01-2020,22,80
12-01-2020,23,55
13-01-2020,2,55
13-01-2020,4,74
13-01-2020,6,61
13-01-2020,7,72
13-01-2020,8,38
13-01-2020,9,65
13-01-2020,10,63
13-01-2020,11,43
13-01-2020,12,111
13-01-2020,13,81
13-01-2020,14,53
13-01-2020,15,85
13-01-2020,16,77
13-01-2020,17,130
13-01-2020,18,40
13-01-2020,19,130
13-01-2020,20,110
13-01-2020,21,52
13-01-2020,22,24
13-01-2020,23,42
14-01-2020,1,73
14-01-2020,2,81
14-01-2020,5,31
14-01-2020,6,65
14-01-2020,7,79
14-01-2020,8,51
14-01-2020,9,94
14-01-2020,10,62
14-01-2020,11,119
14-01-2020,12,84
14-01-2020,13,119
14-01-2020,14,124
14-01-2020,15,130
14-01-2020,16,57
14-01-2020,17,97
14-01-2020,18,98
14-01-2020,19,38
14-01-2020,20,36
14-01-2020,21,10
14-01-2020,22,55
14-01-2020,23,11
15-01-2020,0,37
15-01-2020,1,64
15-01-2020,2,14
15-01-2020,5,69
15-01-2020,6,19
15-01-2020,7,61
15-01-2020,8,97
15-01-2020,9,41
15-01-2020,10,15
15-01-2020,11,53
15-01-2020,12,86
15-01-2020,13,109
15-01-2020,14,94
15-01-2020,15,66
15-01-2020,16,99
15-01-2020,17,68
15-01-2020,18,51
15-01-2020,19,71
15-01-2020,20,71
15-01-2020,21,91
15-01-2020,22,47
15-01-2020,23,33
